Date,Price
1613865600000,56001.2
1613952000000,57487.86
1614038400000,54123.4
1614124800000,48880.43
1614211200000,50624.84
1614297600000,46800.42
1614384000000,46340.31
1614470400000,46155.87
1614556800000,45113.92
1614643200000,49618.43
1614729600000,48356.04
1614816000000,50477.7
1614902400000,48448.91
1614988800000,48861.38
1615075200000,48881.59
1615161600000,51169.7
1615248000000,52299.33
1615334400000,54881.52
1615420800000,55997.23
1615507200000,57764
1615593600000,57253.28
1615680000000,61258.73
1615766400000,59133.47
1615852800000,55754.72
1615939200000,56872.38
1616025600000,58913
1616112000000,57665.9
1616198400000,58075.1
1616284800000,58085.8
1616371200000,57411.17
1616457600000,54204.96
1616544000000,54477.46
1616630400000,52508.23
1616716800000,51415.92
1616803200000,55074.47
1616889600000,55863.93
1616976000000,55783.71
1617062400000,57627.67
1617148800000,58730.13
1617235200000,58735.25
1617321600000,58736.92
1617408000000,59031.32
1617494400000,57076.49
1617580800000,58206.55
1617667200000,59054.1
1617753600000,58020.46
1617840000000,55947.27
1617926400000,58048.59
1618012800000,58102.58
1618099200000,59774
1618185600000,59964.87
1618272000000,59834.74
1618358400000,63554.44
1618444800000,62969.12
1618531200000,63252.63
1618617600000,61455.98
1618704000000,60087.09
1618790400000,56251.48
1618876800000,55703.14
1618963200000,56507.91
1619049600000,53808.8
1619136000000,51731.71
1619222400000,51153.13
1619308800000,50110.53
1619395200000,49075.58
1619481600000,54056.64
1619568000000,55071.46
1619654400000,54884.1
1619740800000,53584.15
1619827200000,57796.62
1619913600000,57857.5
1620000000000,56610.46
1620086400000,57213.33
1620172800000,53241.72
1620259200000,57473.23
1620345600000,56428.16
1620432000000,57380.27
1620518400000,58928.81
1620604800000,58280.73
1620691200000,55883.5
1620777600000,56750
1620864000000,49007.09
1620950400000,49702.27
1621036800000,49922.52
1621123200000,46736.58
1621209600000,46441.64
1621296000000,43596.24
1621382400000,42912.19
1621468800000,36964.27
1621555200000,40784.32
1621641600000,37280.35
1621728000000,37528.3
1621814400000,34754.54
1621900800000,38728.59
1621987200000,38410.5
1622073600000,39266.04
1622160000000,38445.29
1622246400000,35689.62
1622332800000,34647.67
1622419200000,35684.59
1622505600000,37310.54
1622592000000,36662.64
1622678400000,37585.24
1622764800000,39188.59
1622851200000,36885.51
1622937600000,35530.38
1623024000000,35816.17
1623110400000,33514.87
1623196800000,33450.19
1623283200000,37338.36
1623369600000,36704.57
1623456000000,37313.18
1623542400000,35494.9
1623628800000,39066.82
1623715200000,40525.8
1623801600000,40188.56
1623888000000,38324.87
1623974400000,38068.04
1624060800000,35729.82
1624147200000,35524.17
1624233600000,35592.35
1624320000000,31686.55
1624406400000,32447.59
1624492800000,33674.66
1624579200000,34639.38
1624665600000,31640.58
1624752000000,32160.91
1624838400000,34644.45
1624924800000,34456.67
1625011200000,35847.7
1625097600000,35047.36
1625184000000,33536.88
1625270400000,33856.86
1625356800000,34688.98
1625443200000,35309.3
1625529600000,33747.97
1625616000000,34211.01
1625702400000,33839.04
1625788800000,32877.41
1625875200000,33818.52
1625961600000,33515.57
1626048000000,34227.64
1626134400000,33158.25
1626220800000,32686.56
1626307200000,32814.61
1626393600000,31738.59
1626480000000,31421.25
1626566400000,31520.66
1626652800000,31783.49
1626739200000,30815.94
1626825600000,29790.24
1626912000000,32118.06
1626998400000,32297.89
1627084800000,33581.63
1627171200000,34279.34
1627257600000,35365.2
1627344000000,37318.14
1627430400000,39405.95
1627516800000,40002.53
1627603200000,40005.93
1627689600000,42214.15
1627776000000,41659.06
1627862400000,40000.46
1627948800000,39193.94
1628035200000,38138
1628121600000,39750.14
1628208000000,40882
1628294400000,42825.95
1628380800000,44634.13
1628467200000,43816.14
1628553600000,46333.46
1628640000000,45608.37
1628726400000,45611.46
1628812800000,44417.78
1628899200000,47833.98
1628985600000,47112.19
1629072000000,47056.41
1629158400000,45982.55
1629244800000,44648.57
1629331200000,44777.86
1629417600000,46734.65
1629504000000,49327.75
1629590400000,48932.02
1629676800000,49335.68
1629763200000,49523.5
1629849600000,47744.58
1629936000000,48972.09
1630022400000,46962.8
1630108800000,49056.86
1630195200000,48897.65
1630281600000,48806.78
1630368000000,47074.77
1630454400000,47155.87
1630540800000,48862.76
1630627200000,49329.01
1630713600000,50035.33
1630800000000,49947.38
1630886400000,51769.06
1630972800000,52677.4
1631059200000,46809.17
1631145600000,46078.38
1631232000000,46368.69
1631318400000,44847.48
1631404800000,45144.79
1631491200000,46059.12
1631577600000,44968.76
1631664000000,47072.12
1631750400000,48167.85
1631836800000,47785.26
1631923200000,47263.6
1632009600000,48259.45
1632096000000,47249.38
1632182400000,42901.56
1632268800000,40619.27
1632355200000,43604.76
1632441600000,44888.96
1632528000000,42815.56
1632614400000,42742.01
1632700800000,43182.63
1632787200000,42238.2
1632873600000,41011.16
1632960000000,41522.38
1633046400000,43757.81
1633132800000,48140.11
1633219200000,47727.1
1633305600000,48205.72
1633392000000,49143.95
1633478400000,51505.83
1633564800000,55343.76
1633651200000,53801.1
1633737600000,53867.3
1633824000000,55122.59
1633910400000,54625.74
1633996800000,57452.01
1634083200000,56242.94
1634169600000,57406.69
1634256000000,57397.74
1634342400000,61641.17
1634428800000,60948.78
1634515200000,61546.21
1634601600000,61971.59
1634688000000,64287.64
1634774400000,66063.56
1634860800000,62354.86
1634947200000,60697.06
1635033600000,61277.28
1635120000000,60884.18
1635206400000,63070.54
1635292800000,60345.17
1635379200000,58538.49
1635465600000,60587.09
1635552000000,62249.18
1635638400000,61731.29
1635724800000,61373.44
1635811200000,61029.5
1635897600000,63241.11
1635984000000,62954.86
1636070400000,61441.83
1636156800000,61072.32
1636243200000,61516.31
1636329600000,63293.22
1636416000000,67562.17
1636502400000,66954.11
1636588800000,64976.73
1636675200000,64838.81
1636761600000,64254.67
1636848000000,64420.94
1636934400000,65468.75
1637020800000,63584.25
1637107200000,60172.26
1637193600000,60381.35
1637280000000,56921.34
1637366400000,58133.02
1637452800000,59777.98
1637539200000,58755.9
1637625600000,56301.52
1637712000000,57578.22
1637798400000,57187.54
1637884800000,58935.45
1637971200000,53588.21
1638057600000,54801.15
1638144000000,57292.28
1638230400000,57828.45
1638316800000,57025.79
1638403200000,57229.76
1638489600000,56508.48
1638576000000,53713.84
1638662400000,49253.86
1638748800000,49380.43
1638835200000,50564.63
1638921600000,50645.41
1639008000000,50511.12
1639094400000,47659.68
1639180800000,47137.46
1639267200000,49379.67
1639353600000,50117.25
1639440000000,46757.09
1639526400000,48392.79
1639612800000,48884.66
1639699200000,47658.38
1639785600000,46173.51
1639872000000,46863.67
1639958400000,46689.28
1640044800000,46910.13
1640131200000,48934.57
1640217600000,48628.35
1640304000000,50785.69
1640390400000,50814.92
1640476800000,50470.89
1640563200000,50801.11
1640649600000,50692.3
1640736000000,47601.26
1640822400000,46408.87
1640908800000,47132.96
1640995200000,46249.56
1641081600000,47763.33
1641168000000,47327.87
1641254400000,46441.99
1641340800000,45862.98
1641427200000,43436.17
1641513600000,43120.63
1641600000000,41528.04
1641686400000,41690.93
1641772800000,41864.44
1641859200000,41849
1641945600000,42723.37
1642032000000,43926
1642118400000,42546.44
1642204800000,43099.37
1642291200000,43146.53
1642377600000,43102.44
1642464000000,42248.35
1642550400000,42381.48
1642636800000,41707.85
1642723200000,40684.42
1642809600000,36480.85
1642896000000,35071.43
1642982400000,36280.82
1643068800000,36678.82
1643155200000,36948.81
1643241600000,36823.5
1643328000000,37146.85
1643414400000,37770.15
1643500800000,38186.49
1643587200000,37918.62
1643673600000,38521.79
1643760000000,38739.74
1643846400000,36912.68
1643932800000,37092.4
1644019200000,41584.19
1644105600000,41435.43
1644192000000,42450.98
1644278400000,43834.02
1644364800000,44133.28
1644451200000,44397.3
1644537600000,43531.11
1644624000000,42401.27
1644710400000,42245.56
1644796800000,42104.89
1644883200000,42580.94
1644969600000,44536.2
1645056000000,43948.81
1645142400000,40565.69
1645228800000,40014.55
1645315200000,40115.05
1645401600000,38382.32
1645488000000,37031.08
1645574400000,38262.17
1645660800000,37291.48
1645747200000,38344.78
1645833600000,39222.6
1645920000000,39103.91
1646006400000,37704.56
1646092800000,43226.36
1646179200000,44418.83
1646265600000,43934.85
1646352000000,42464.4
1646438400000,39141.25
1646524800000,39399.58
1646611200000,38407.69
1646697600000,38032.5
1646784000000,38753.1
1646870400000,41956.53
1646956800000,39437.89
1647043200000,38741.04
1647129600000,38809.18
1647216000000,37820.39
1647302400000,39680.6
1647388800000,39320.82
1647475200000,41133.08
1647561600000,40946.78
1647648000000,41795.77
1647734400000,42222.32
1647820800000,41250.83
1647907200000,41071.41
1647993600000,42372.67
1648080000000,42905.06
1648166400000,44004.47
1648252800000,44334.33
1648339200000,44542.39
1648425600000,46858.53
1648512000000,47115.93
1648598400000,47448.01
1648684800000,47064.16
1648771200000,45539.22
1648857600000,46282.56
1648944000000,45825.36
1649030400000,46425.52
1649116800000,46611.26
1649203200000,45508.16
1649289600000,43190.18
1649376000000,43464.32
1649462400000,42278.94
1649548800000,42787.69
1649635200000,42144.23
1649721600000,39488.62
1649808000000,40102.2
1649894400000,41148.06
1649980800000,39939.9
1650067200000,40566.2
1650153600000,40388.78
1650240000000,39711.45
1650326400000,40805.72
1650412800000,41507.3
1650499200000,41375.79
1650585600000,40514.01
1650672000000,39727.65
1650758400000,39429.01
1650844800000,39465.57
1650931200000,40472.7
1651017600000,38114.94
1651104000000,39249.28
1651190400000,39770.04
1651276800000,38596.28
1651363200000,37661.19
1651449600000,38475.48
1651536000000,38510.65
1651622400000,37727.19
1651708800000,39674.89
1651795200000,36549.9
1651881600000,36013.03
1651968000000,35471.42
1652054400000,34082.21
1652140800000,30175.71
1652227200000,31003.93
1652313600000,28907.15
1652400000000,28931.14
1652486400000,29234.06
1652572800000,30074.61
1652659200000,31277.43
1652745600000,29834.09
1652832000000,30406.69
1652918400000,28680.97
1653004800000,30289.87
1653091200000,29159.5
1653177600000,29409.92
1653264000000,30278.94
1653350400000,29074.33
1653436800000,29634.57
1653523200000,29518.59
1653609600000,29193.92
1653696000000,28578.89
1653782400000,29013.69
1653868800000,29448.74
1653955200000,31715.58
1654041600000,31776.27
1654128000000,29780.81
1654214400000,30429.88
1654300800000,29681.76
1654387200000,29845.23
1654473600000,29901.35
1654560000000,31349.82
1654646400000,31117.83
1654732800000,30189.25
1654819200000,30083.46
1654905600000,29059.41
1654992000000,28344.5
1655078400000,26593.3
1655164800000,22431.22
1655251200000,22189.29
1655337600000,22550.79
1655424000000,20350.48
1655510400000,20434.75
1655596800000,18977.51
1655683200000,20540.38
1655769600000,20582.29
1655856000000,20703.51
1655942400000,19953.71
1656028800000,21088.3
1656115200000,21194.68
1656201600000,21481.38
1656288000000,21020.04
1656374400000,20702.23
1656460800000,20256.61
1656547200000,20085.93
1656633600000,19865.7
1656720000000,19226.7
1656806400000,19224.75
1656892800000,19288.97
1656979200000,20208.45
1657065600000,20181.91
1657152000000,20545.61
1657238400000,21633.44
1657324800000,21636.45
1657411200000,21582.6
1657497600000,20834.61
1657584000000,19946.31
1657670400000,19292.99
1657756800000,20223.69
1657843200000,20568.9
1657929600000,20835.61
1658016000000,21197.1
1658102400000,20774.23
1658188800000,22538.08
1658275200000,23403.29
1658361600000,23227.22
1658448000000,23154.09
1658534400000,22687.08
1658620800000,22461.7
1658707200000,22582.4
1658793600000,21300.72
1658880000000,21267.33
1658966400000,22950.29
1659052800000,23856.25
1659139200000,23792
1659225600000,23647.99
1659312000000,23326.49
1659398400000,23298.94
1659484800000,22981.77
1659571200000,22831.85
1659657600000,22608.3
1659744000000,23295.14
1659830400000,22947.19
1659916800000,23174.25
1660003200000,23816.32
1660089600000,23156.31
1660176000000,23959.92
1660262400000,23953.77
1660348800000,24418.38
1660435200000,24447.13
1660521600000,24314.89
1660608000000,24096.19
1660694400000,23876.29
1660780800000,23332.09
1660867200000,23193.99
1660953600000,20843.22
1661040000000,21150.33
1661126400000,21520.51
1661212800000,21402.93
1661299200000,21516.02
1661385600000,21377.51
1661472000000,21597.93
1661558400000,20233.32
1661644800000,20035.59
1661731200000,19550.07
1661817600000,20290.41
1661904000000,19793.02
1661990400000,20047.68
1662076800000,20130.52
1662163200000,19952.91
1662249600000,19834.94
1662336000000,19994.65
1662422400000,19789.87
1662508800000,18806.7
1662595200000,19280.08
1662681600000,19327.53
1662768000000,21387.58
1662854400000,21673.03
1662940800000,21794.52
1663027200000,22392.71
1663113600000,20172.56
1663200000000,20219.55
1663286400000,19694.69
1663372800000,19787.61
1663459200000,20122.71
1663545600000,19415.86
1663632000000,19542.2
1663718400000,18879.96
1663804800000,18507.36
1663891200000,19408.63
1663977600000,19280.58
1664064000000,18931.79
1664150400000,18807.71
1664236800000,19227.26
1664323200000,19104.89
1664409600000,19530.71
1664496000000,19598.86
1664582400000,19427.2
1664668800000,19314.69
1664755200000,19049.72
1664841600000,19632.61
1664928000000,20342.25
1665014400000,20167.79
1665100800000,19956.49
1665187200000,19544.82
1665273600000,19417.73
1665360000000,19441.88
1665446400000,19132.52
1665532800000,19049.64
1665619200000,19156.21
1665705600000,19383.33
1665792000000,19184.71
1665878400000,19063.1
1665964800000,19265.53
1666051200000,19548.97
1666137600000,19330.74
1666224000000,19125.65
1666310400000,19046.83
1666396800000,19171.34
1666483200000,19205.45
1666569600000,19565.91
1666656000000,19338.9
1666742400000,20101.27
1666828800000,20772.36
1666915200000,20288.52
1667001600000,20601.63
1667088000000,20816.16
1667174400000,20628.5
1667260800000,20499.29
1667347200000,20486.26
1667433600000,20153.99
1667520000000,20208.16
1667606400000,21152.93
1667692800000,21292.67
1667779200000,20920.33
1667865600000,20598.44
1667952000000,18540.11
1668038400000,15856.95
1668124800000,17550.23
1668211200000,16990.26
1668297600000,16776.4
1668384000000,16310.3
1668470400000,16587.96
1668556800000,16873.56
1668643200000,16662.24
1668729600000,16682.44
1668816000000,16683.22
1668902400000,16687.8
1668988800000,16260.41
1669075200000,15759.61
1669161600000,16194.75
1669248000000,16606.77
1669334400000,16592.67
1669420800000,16507.44
1669507200000,16453.47
1669593600000,16420.2
1669680000000,16208.96
1669766400000,16432.73
1669852800000,17170.62
1669939200000,16971.57
1670025600000,17091.23
1670112000000,16894.23
1670198400000,17117.57
1670284800000,16967.02
1670371200000,17085.45
1670457600000,16836.05
1670544000000,17234.58
1670630400000,17128.55
1670716800000,17124.99
1670803200000,17098.61
1670889600000,17206.87
1670976000000,17771.03
1671062400000,17802.44
1671148800000,17357.47
1671235200000,16637.6
1671321600000,16783.6
1671408000000,16745.99
1671494400000,16439.89
1671580800000,16904.64
1671667200000,16813.62
1671753600000,16818.68
1671840000000,16779.71
1671926400000,16838.1
1672012800000,16826.86
1672099200000,16915.7
1672185600000,16699
1672272000000,16539.28
1672358400000,16630.49
1672444800000,16599.69
1672531200000,16526.78
1672617600000,16613.71
1672704000000,16671.54
1672790400000,16669.6
1672876800000,16850.63
1672963200000,16826.41
1673049600000,16951.97
1673136000000,16945.2
1673222400000,17108.41
1673308800000,17192.07
1673395200000,17443.68
1673481600000,17934.6
1673568000000,18859.32
1673654400000,19933.36
1673740800000,20955.15
1673827200000,20880.99
1673913600000,21190.49
1674000000000,21145.18
1674086400000,20672.78
1674172800000,21087.76
1674259200000,22693.45
1674345600000,22772.5
1674432000000,22724.23
1674518400000,22924.37
1674604800000,22634.47
1674691200000,23089.74
1674777600000,23008.29
1674864000000,23075.81
1674950400000,23032.23
1675036800000,23755.85
1675123200000,22836.09
1675209600000,23133.91
1675296000000,23722.02
1675382400000,23454.41
1675468800000,23440.09
1675555200000,23328.24
1675641600000,22936.95
1675728000000,22763.74
1675814400000,23254.79
1675900800000,22964.87
1675987200000,21794.05
1676073600000,21638.55
1676160000000,21861.84
1676246400000,21787.25
1676332800000,21787.99
1676419200000,22211.8
1676505600000,24340.73
1676592000000,23544.67
1676678400000,24572.97
1676764800000,24641.94
1676851200000,24290.18
1676937600000,24834.81
1677024000000,24438.1
1677110400000,24185.67
1677196800000,23946.39
1677283200000,23192.02
1677369600000,23176.76
1677456000000,23563.11
1677542400000,23497.62
1677628800000,23128.3
1677715200000,23641.68
1677801600000,23467.36
1677888000000,22351.72
1677974400000,22348.51
1678060800000,22427.56
1678147200000,22410.62
1678233600000,22197.49
1678320000000,21698.33
1678406400000,20363.36
1678492800000,20224.85
1678579200000,20656.78
1678665600000,22205.32
1678752000000,24213.74
1678838400000,24767.46
1678924800000,24376.39
1679011200000,25053.64
1679097600000,27462.77
1679184000000,26975.39
1679270400000,28045.84
1679356800000,27790.89
1679443200000,28191.53
1679529600000,27306.32
1679616000000,28332.42
1679702400000,27496.2
1679788800000,27496.06
1679875200000,27999.84
1679961600000,27141.23
1680048000000,27274.72
1680134400000,28355.92
1680220800000,28033.06
1680307200000,28479.75
1680393600000,28465.04
1680480000000,28185.2
1680566400000,27802.23
1680652800000,28169.5
1680739200000,28180.4
1680825600000,28039.94
1680912000000,27925.55
1680998400000,27956.01
1681084800000,28336.18
1681171200000,29656.24
1681257600000,30234.98
1681344000000,29899.24
1681430400000,30407.6
1681516800000,30486.05
1681603200000,30319.32
1681689600000,30315.39
1681776000000,29447.1
1681862400000,30393.64
1681948800000,28829.57
1682035200000,28243.02
1682121600000,27267.99
1682208000000,27816.18
1682294400000,27590.55
1682380800000,27516.48
1682467200000,28301.71
1682553600000,28429.72
1682640000000,29480.35
1682726400000,29329.63
1682812800000,29244.68
1682899200000,29264.14
1682985600000,28086.65
1683072000000,28678.29
1683158400000,29007.66
1683244800000,28851.84
1683331200000,29535.38
1683417600000,28903.41
1683504000000,28456.84
1683590400000,27691.41
1683676800000,27640.09
1683763200000,27617.14
1683849600000,26993.2
1683936000000,26803.05
1684022400000,26785.94
1684108800000,26926.17
1684195200000,27191.97
1684281600000,27036.39
1684368000000,27398.27
1684454400000,26833.27
1684540800000,26889.6
1684627200000,27124.48
1684713600000,26756.57
1684800000000,26849.97
1684886400000,27223.19
1684972800000,26327.38
1685059200000,26477.29
1685145600000,26719.74
1685232000000,26873.18
1685318400000,28082.7
1685404800000,27744.66
1685491200000,27704
1685577600000,27213.71
1685664000000,26814.77
1685750400000,27251.93
1685836800000,27073.27
1685923200000,27125.02
1686009600000,25747.2
1686096000000,27243.64
1686182400000,26352.2
1686268800000,26507.33
1686355200000,26483.52
1686441600000,25852.82
1686528000000,25933.06
1686614400000,25904.32
1686700800000,25921.42
1686787200000,25127.04
1686873600000,25575.69
1686960000000,26326.23
1687046400000,26509.82
1687132800000,26337.08
1687219200000,26848.8
1687305600000,28326.8
1687392000000,29992.98
1687478400000,29903.73
1687564800000,30692.8
1687651200000,30548.59
1687737600000,30458.97
1687824000000,30266.7
1687910400000,30699.11
1687996800000,30083.59
1688083200000,30449.16
1688169600000,30471.5
1688256000000,30591.53
1688342400000,30618.25
1688428800000,31150.92
1688515200000,30774.87
1688601600000,30502.55
1688688000000,29918.04
1688774400000,30344.53
1688860800000,30214.55
1688947200000,30214.55
1689033600000,30411.71
1689120000000,30622.7
1689206400000,30391.64
1689292800000,31485.37
1689379200000,30330.22
1689465600000,30291.67
1689552000000,30240.28
1689638400000,30144.2
1689724800000,29859.24
1689811200000,29912.48
1689897600000,29802.29
1689984000000,29907.88
1690070400000,29774.36
1690156800000,30081.88
1690243200000,29178.42
1690329600000,29226.18
1690416000000,29344.56
1690502400000,29213.94
1690588800000,29316.12
1690675200000,29359.89
1690761600000,29274.94
1690848000000,29228.49
1690934400000,29683.61
1691020800000,29152.45
1691107200000,29183.41
1691193600000,29075
1691280000000,29048.01
1691366400000,29041.01
1691452800000,29181.71
1691539200000,29768.29
1691625600000,29565.82
1691712000000,29433.98
1691798400000,29399.18
1691884800000,29412.84
1691971200000,29283.84
1692057600000,29413.8
1692144000000,29169.09
1692230400000,28701.48
1692316800000,26662.05
1692403200000,26047.05
1692489600000,26090.7
1692576000000,26189.99
1692662400000,26123.41
1692748800000,26036.91
1692835200000,26426.74
1692921600000,26165.4
1693008000000,26049.42
1693094400000,26006.44
1693180800000,26088.78
1693267200000,26108.31
1693353600000,27731.23
1693440000000,27301.12
1693526400000,25932.99
1693612800000,25802.1
1693699200000,25869.09
1693785600000,25969.05
1693872000000,25810.86
1693958400000,25785.3
1694044800000,25753.31
1694131200000,26243.47
1694217600000,25906.03
1694304000000,25894.31
1694390400000,25832.82
1694476800000,25162.7
1694563200000,25835.7
1694649600000,26227.98
1694736000000,26536.02
1694822400000,26605.75
1694908800000,26568.65
1694995200000,26536.54
1695081600000,26763.76
1695168000000,27222.12
1695254400000,27133.55
1695340800000,26569.6
1695427200000,26581.86
1695513600000,26580.72
1695600000000,26252.75
1695686400000,26293.29
1695772800000,26212.82
1695859200000,26357.65
1695945600000,27021.15
1696032000000,26916.91
1696118400000,26970.43
1696204800000,27983.92
1696291200000,27532.51
1696377600000,27430.23
1696464000000,27797.56
1696550400000,27416.69
1696636800000,27946.61
1696723200000,27973.26
1696809600000,27937.18
1696896000000,27581.42
1696982400000,27395.65
1697068800000,26867.79
1697155200000,26758.66
1697241600000,26866.51
1697328000000,26855.89
1697414400000,27167.87
1697500800000,28517.32
1697587200000,28413.17
1697673600000,28331.5
1697760000000,28723.49
1697846400000,29682.6
1697932800000,29921.68
1698019200000,29990.73
1698105600000,33059.98
1698192000000,33902.65
1698278400000,34493.19
1698364800000,34157.79
1698451200000,33911.08
1698537600000,34090.68
1698624000000,34532.39
1698710400000,34501
1698796800000,34662.16
1698883200000,35440.51
1698969600000,34934.65
1699056000000,34736.55
1699142400000,35088.05
1699228800000,35048.35
1699315200000,35035.12
1699401600000,35436.28
1699488000000,35629.52
1699574400000,36696.25
1699660800000,37321.65
1699747200000,37140.27
1699833600000,37058.98
1699920000000,36497.35
1700006400000,35545.97
1700092800000,37891.48
1700179200000,36155.5
1700265600000,36624.3
1700352000000,36588.13
1700438400000,37396.17
1700524800000,37479.96
1700611200000,35808.95
1700697600000,37427.42
1700784000000,37297.56
1700870400000,37720.5
1700956800000,37800.94
1701043200000,37468.89
1701129600000,37248.86
1701216000000,37832.75
1701302400000,37867.37
1701388800000,37711.79
1701475200000,38697.81
1701561600000,39476.4
1701648000000,39976.04
1701734400000,41985.55
1701820800000,44076.76
1701907200000,43745.3
1701993600000,43298.7
1702080000000,44184.18
1702166400000,43709.41
1702252800000,43787.81
1702339200000,41238.31
1702425600000,41458.49
1702512000000,42887.09
1702598400000,43023.24
1702684800000,41934.71
1702771200000,42236.81
1702857600000,41341.9
1702944000000,41264.8
1703030400000,42262.62
1703116800000,43639.9
1703203200000,43870.89
1703289600000,43996.78
1703376000000,43742.33
1703462400000,43013.46
1703548800000,43599.61
1703635200000,42514.79
1703721600000,43470.76
1703808000000,42609.23
1703894400000,42086.22
1703980800000,42148.38
1704067200000,42249.69
1704153600000,44176.26
1704240000000,44958.98
1704326400000,42854.95
1704412800000,44190.1
1704499200000,44181.1
1704585600000,43975.63
1704672000000,43928.07
1704758400000,46972.42
1704844800000,46143.31
1704931200000,46649.42
1705017600000,46355.63
1705104000000,42843.98
1705190400000,42837.18
1705276800000,41716.15
1705363200000,42497.78
1705449600000,43132.4
1705536000000,42742.78
1705622400000,41262.64
1705708800000,41620.04
1705795200000,41659.4
1705881600000,41557.6
1705968000000,39505.09
1706054400000,39856.34
1706140800000,40068.49
1706227200000,39925.5
1706313600000,41813.44
1706400000000,42124.31
1706486400000,42030.81
1706572800000,43274.65
1706659200000,42950.77
1706745600000,42557.22
1706832000000,43061.16
1706918400000,43183.04
1707004800000,42991.51
1707091200000,42576.16
1707177600000,42653.29
1707264000000,43080.9
1707350400000,44318.84
1707436800000,45312.45
1707523200000,47134.54
1707609600000,47771.36
1707696000000,48301.95
1707782400000,49958.35
1707868800000,49739.24
1707955200000,51821.86
1708041600000,51946.01
1708128000000,52172.07
1708214400000,51685.35
1708300800000,52128.57
1708387200000,51782.08